source_id,source_text,target_id,target_text,type,description
entite_1,contribuable,entite_2,administration,informe,L'administration informe le contribuable de l'application des sanctions.
entite_1,déclaration,entite_2,délai de trente (30) jours,délais,Le contribuable a un délai de trente jours pour déposer ou compléter sa déclaration.
entite_1,lettre,entite_2,formes prévues à l'article 219,lié à,La lettre est envoyée selon les formes prévues à l'article 219.
entite_1,sanctions,entite_2,voie de rôle,émises par,Les sanctions sont émises par voie de rôle.
entite_1,Article 210,entite_2,documents comptables sur support électronique,applicable sur,L'article 210 concerne les contribuables qui doivent présenter des documents comptables sur support électronique.
entite_2,documents comptables sur support électronique,entite_3,vérification de comptabilité,lié à,Les documents comptables sur support électronique sont requis dans le cadre de la vérification de comptabilité.
entite_3,vérification de comptabilité,entite_4,Article 212,régi par,La vérification de comptabilité est régie par l'article 212.
entite_5,lettre notifiée,entite_6,Article 219,formulaire,La lettre notifiée doit être faite selon les formes prévues par l'article 219.
entite_6,Article 219,entite_7,amende prévue à l'article 191 bis,lié à,L'article 219 est lié à l'application de l'amende prévue à l'article 191 bis en cas de non-présentation des documents.
entite_8,délai de quinze (15) jours,entite_2,documents comptables sur support électronique,délai,Les contribuables ont un délai de quinze jours pour présenter les documents comptables sur support électronique.
entite_1,article 192,entite_2,infractions fiscales,prévoit,L'article 192 prévoit des infractions fiscales.
entite_2,infractions fiscales,entite_3,procès-verbal,constaté par,Les infractions fiscales sont constatées par un procès-verbal établi par des agents de l'administration fiscale.
entite_3,procès-verbal,entite_4,agents de l'administration fiscale,établi par,Le procès-verbal est établi par des agents de l'administration fiscale.
entite_4,agents de l'administration fiscale,entite_5,ministre des finances,délégué par,Le ministre des finances peut déléguer des agents de l'administration fiscale.
entite_5,ministre des finances,entite_6,commission des infractions fiscales,présente plainte à,Le ministre des finances présente les plaintes à la commission des infractions fiscales.
entite_6,commission des infractions fiscales,entite_7,procureur du Roi,saisit plainte à,"Après consultation, la commission peut saisir le procureur du Roi."
entite_7,procureur du Roi,entite_8,juge d'instruction,saisit plainte au,Le procureur du Roi saisit la plainte au juge d'instruction.
entite_1,article 192,entite_9,peine d'emprisonnement,prévoit,L'article 192 prévoit une peine d'emprisonnement pour les infractions fiscales.
entite_9,peine d'emprisonnement,entite_10,personne physique,prononcée contre,La peine d'emprisonnement peut être prononcée contre une personne physique.
entite_10,personne physique,entite_11,responsable,peut inclure,La peine d'emprisonnement peut inclure tout responsable prouvant son implication.
impot,l'impôt,taxe,la taxe,lié à,L'impôt est lié à la taxe dans le cadre de la détermination des bases d'imposition.
taxe,la taxe,droits d'enregistrement,les droits d’enregistrement,calculé à partir de,Les droits d'enregistrement sont calculés à partir de la taxe due.
contribuable,le contribuable,declaration,les déclarations,obligation de,Le contribuable a l'obligation de déposer les déclarations.
administration,l'administration,insuffisances,les insuffisances,répare,L'administration peut réparer les insuffisances constatées.
administration,l'administration,droit de réparer,le droit de réparer,exerce,L'administration exerce le droit de réparer jusqu'à une certaine date.
droit de réparer,le droit de réparer,délai,le délai de prescription,s'étend à,Le droit de réparer s'étend aux quatre dernières périodes d’imposition.
délai,le délai de prescription,date,la date de l’enregistrement,court à partir de,Le délai court à partir de la date de l’enregistrement de l’acte.
impot,l'impôt,retenue à la source,la retenue à la source,perçu par,L'impôt est perçu par voie de retenue à la source.
deficits,les déficits,revenus,les revenus,imputés sur,Les déficits peuvent être imputés sur les revenus.
taxe,la taxe,taxe spéciale annuelle,la taxe spéciale annuelle sur les véhicules,prescrit à l'expiration de,La taxe spéciale annuelle est prescrite à l'expiration d'un délai de quatre ans.
taxe,la taxe sur les contrats d'assurance,penalites,les pénalités,prescrit à l'expiration de,Les pénalités sur la taxe sur les contrats d'assurance sont prescrites à l'expiration de quatre ans.
administration,l'administration,sanctions,les sanctions,peut appliquer,L'administration peut appliquer des sanctions aux contrevenants.
contribuable,les contribuables,majorations,les majorations,redevables de,Les contribuables sont redevables de majorations en cas de non-respect des obligations.
entite_1,dépôts en dirhams des non résidents,entite_2,retenue à la source,lié à,Les dépôts en dirhams des non résidents sont soumis à une retenue à la source sur les intérêts.
entite_2,retenue à la source,entite_3,Trésor,versé au,Le montant de la retenue à la source doit être versé au Trésor.
entite_4,droit de contrôler l’origine de ces dépôts,entite_5,période supérieure au délai prévu,applicable sur,Le droit de contrôler l’origine des dépôts s'applique sur une période supérieure au délai prévu.
entite_6,droit de réparer,entite_7,31 décembre de la quatrième année,limité par,Le droit de réparer est limité à la date du 31 décembre de la quatrième année suivant celle au cours de laquelle les sommes dues devaient être versées.
entite_1,droits d’enregistrement,entite_2,pénalité,lié à,Les droits d’enregistrement sont liés aux pénalités dues.
entite_1,droits d’enregistrement,entite_3,majorations,lié à,Les droits d’enregistrement sont liés aux majorations dues.
entite_2,pénalité,entite_3,majorations,lié à,Les pénalités sont liées aux majorations dues.
entite_4,actes et conventions non enregistrés et non timbrés,entite_1,droits d’enregistrement,applicable sur,Les droits d’enregistrement s'appliquent aux actes et conventions non enregistrés et non timbrés.
entite_5,dissimulations dans le prix ou les charges,entite_1,droits d’enregistrement,applicable sur,Les droits d’enregistrement s'appliquent aux dissimulations dans le prix ou les charges.
